ca_score_40,attendance_rate_percent,mock_exam_score_100,study_hours_per_week,subject_combination,gender,study_resources,behavioural_pattern,stress_level_1_10,performance_category
12,25,82,22,Arts,Female,Textbooks,Motivated,7,Average
12,13,42,31,Science,Female,YouTube,Struggling,1,Average
17,56,34,39,Commercial,Male,Mixed,Stressed,9,Average
31,36,77,12,Commercial,Male,Tutorials,Struggling,8,Average
31,57,57,19,Science,Female,Tutorials,Struggling,8,Average
34,20,32,34,Arts,Female,Mixed,Struggling,7,Average
38,81,13,4,Science,Female,Tutorials,Motivated,5,Average
28,68,33,8,Arts,Male,Textbooks,Motivated,3,At Risk
28,2,60,28,Science,Female,YouTube,Motivated,9,Average
15,86,3,5,Science,Male,YouTube,Stressed,7,At Risk
9,89,87,24,Science,Male,YouTube,Motivated,10,Good
29,36,58,30,Science,Male,Textbooks,Stressed,10,Average
24,87,28,21,Arts,Female,Textbooks,Motivated,8,Average
38,48,82,1,Arts,Female,Textbooks,Struggling,6,Good
19,18,5,4,Commercial,Female,Mixed,Motivated,5,At Risk
4,88,96,26,Science,Male,Textbooks,Stressed,8,Average
0,84,48,24,Arts,Female,Tutorials,Stressed,3,Average
29,11,39,7,Arts,Male,Mixed,Motivated,7,At Risk
2,60,82,0,Arts,Male,Mixed,Struggling,2,At Risk
13,40,64,19,Science,Male,Mixed,Motivated,3,Average
29,32,68,22,Commercial,Male,Textbooks,Motivated,2,Excellent
3,49,26,31,Arts,Male,Mixed,Motivated,5,At Risk
17,67,79,10,Science,Male,Textbooks,Struggling,7,Average
36,70,5,38,Arts,Female,Textbooks,Stressed,10,At Risk
24,85,12,23,Arts,Male,Mixed,Struggling,10,Average
0,32,63,10,Commercial,Female,YouTube,Stressed,1,At Risk
14,80,61,28,Arts,Male,YouTube,Stressed,10,Average
8,23,98,25,Arts,Female,Mixed,Stressed,9,Average
14,60,18,15,Science,Female,YouTube,Struggling,1,Average
23,60,75,34,Science,Female,Tutorials,Motivated,1,Excellent
3,97,79,19,Commercial,Female,Tutorials,Motivated,10,Average
11,27,42,2,Science,Male,Textbooks,Motivated,8,At Risk
36,57,73,0,Science,Male,YouTube,Motivated,6,Good
36,42,88,0,Commercial,Male,Tutorials,Motivated,6,Good
5,40,19,16,Arts,Male,Mixed,Struggling,9,At Risk
38,38,94,1,Commercial,Female,YouTube,Struggling,4,Good
23,85,67,28,Science,Female,Tutorials,Struggling,8,Good
10,48,43,19,Commercial,Female,Tutorials,Struggling,4,Average
12,16,22,5,Arts,Male,Mixed,Struggling,2,At Risk
33,97,1,7,Commercial,Female,Textbooks,Struggling,8,Average
24,69,21,28,Science,Male,Mixed,Struggling,7,Average
6,69,56,32,Science,Female,Textbooks,Motivated,4,Average
3,97,100,2,Commercial,Female,Tutorials,Stressed,9,Average
7,64,71,34,Arts,Female,Textbooks,Struggling,9,At Risk
19,73,6,4,Commercial,Female,Tutorials,Stressed,8,At Risk
28,84,77,26,Arts,Female,Tutorials,Struggling,1,Excellent
9,4,55,11,Arts,Male,YouTube,Struggling,7,At Risk
33,1,66,19,Commercial,Female,Textbooks,Motivated,5,Good
25,21,15,19,Arts,Male,Textbooks,Stressed,7,At Risk
40,56,82,8,Science,Male,Textbooks,Motivated,9,Good
2,65,50,38,Commercial,Male,Mixed,Motivated,2,Average
5,73,81,3,Arts,Male,YouTube,Stressed,4,Good
4,97,79,18,Science,Male,YouTube,Motivated,4,Average
4,15,71,37,Commercial,Male,YouTube,Struggling,2,Average
22,50,96,26,Science,Male,Mixed,Struggling,3,Good
8,38,11,12,Science,Male,Textbooks,Struggling,8,At Risk
34,85,52,12,Science,Female,Textbooks,Struggling,9,Average
19,75,74,21,Arts,Female,Textbooks,Struggling,6,Good
34,87,4,27,Commercial,Male,YouTube,Motivated,10,At Risk
17,39,26,21,Commercial,Male,YouTube,Motivated,2,Average
16,37,11,18,Arts,Male,Tutorials,Struggling,2,At Risk
23,59,16,7,Commercial,Female,Mixed,Struggling,7,Average
2,58,5,7,Science,Female,Mixed,Motivated,8,At Risk
31,9,96,25,Commercial,Male,YouTube,Stressed,8,Good
34,98,4,25,Arts,Male,Tutorials,Motivated,6,Average
37,63,56,22,Science,Female,Textbooks,Motivated,10,Average
12,62,27,12,Arts,Female,YouTube,Motivated,8,At Risk
24,48,77,27,Science,Male,Mixed,Motivated,1,Good
8,63,68,8,Science,Male,Mixed,Motivated,9,At Risk
3,31,58,19,Commercial,Male,Mixed,Stressed,1,Average
13,6,32,18,Science,Male,Textbooks,Struggling,3,At Risk
36,20,61,38,Arts,Female,Mixed,Struggling,9,Average
33,19,49,11,Commercial,Female,Textbooks,Stressed,5,Average
10,25,18,14,Arts,Male,Textbooks,Struggling,9,At Risk
40,67,85,30,Science,Male,Textbooks,Struggling,9,Excellent
2,85,68,13,Arts,Male,YouTube,Struggling,6,Average
27,14,65,10,Arts,Female,Textbooks,Stressed,1,Average
28,84,93,25,Science,Male,Tutorials,Stressed,10,Average
8,78,46,26,Commercial,Male,Mixed,Struggling,7,Average
2,85,38,10,Arts,Male,YouTube,Struggling,6,At Risk
24,91,67,37,Science,Female,Mixed,Struggling,9,Good
33,13,32,33,Commercial,Male,Textbooks,Motivated,7,Good
11,26,12,18,Commercial,Female,YouTube,Motivated,4,At Risk
8,39,83,5,Commercial,Male,Tutorials,Motivated,7,At Risk
14,57,53,37,Arts,Male,Textbooks,Stressed,2,Good
39,27,6,27,Arts,Male,Mixed,Struggling,6,At Risk
24,25,78,0,Arts,Female,Tutorials,Stressed,6,Average
4,62,86,34,Commercial,Male,Textbooks,Stressed,2,Excellent
10,65,13,39,Arts,Male,Tutorials,Stressed,4,At Risk
33,24,86,7,Science,Female,Textbooks,Struggling,8,Average
23,2,18,6,Arts,Female,YouTube,Motivated,8,At Risk
14,71,53,10,Arts,Female,Textbooks,Struggling,8,At Risk
37,43,92,38,Commercial,Male,YouTube,Struggling,8,Excellent
7,96,19,3,Arts,Female,Textbooks,Stressed,1,At Risk
4,41,28,24,Science,Male,Textbooks,Stressed,2,Average
25,98,23,11,Commercial,Female,Mixed,Stressed,4,Average
17,5,81,25,Science,Female,Tutorials,Motivated,9,Average
5,38,62,37,Commercial,Female,Tutorials,Motivated,3,Good
36,51,73,11,Commercial,Male,Tutorials,Motivated,6,Good
12,22,56,36,Arts,Male,Textbooks,Struggling,7,Average
27,88,7,23,Science,Male,Textbooks,Stressed,8,At Risk
4,49,89,15,Commercial,Male,Textbooks,Struggling,7,At Risk
12,42,61,12,Arts,Male,YouTube,Motivated,3,Average
16,18,28,24,Commercial,Male,YouTube,Stressed,6,At Risk
39,68,73,3,Commercial,Male,Mixed,Motivated,5,Good
31,50,16,10,Commercial,Male,Textbooks,Stressed,10,At Risk
28,10,65,31,Commercial,Male,Tutorials,Stressed,4,Good
2,11,5,6,Commercial,Female,Tutorials,Struggling,1,At Risk
39,73,57,10,Commercial,Female,Mixed,Struggling,7,Good
33,7,68,27,Arts,Male,Tutorials,Motivated,8,Average
39,23,27,40,Commercial,Male,Mixed,Struggling,2,Good
26,91,61,22,Science,Male,Textbooks,Struggling,7,Average
12,40,40,22,Arts,Male,Tutorials,Struggling,6,At Risk
32,35,68,27,Science,Female,Textbooks,Stressed,5,Good
5,100,81,25,Commercial,Female,YouTube,Struggling,4,Good
23,84,89,24,Science,Male,Tutorials,Motivated,2,Good
18,71,83,28,Commercial,Female,YouTube,Stressed,10,Good
15,54,40,18,Commercial,Female,Tutorials,Stressed,6,Average
39,8,48,32,Arts,Male,Textbooks,Struggling,5,Good
27,46,90,35,Arts,Male,Mixed,Stressed,2,Excellent
32,14,48,13,Commercial,Male,Textbooks,Motivated,10,At Risk
40,47,75,13,Arts,Male,Textbooks,Motivated,7,Excellent
12,81,70,34,Science,Female,Textbooks,Stressed,6,Average
24,41,2,29,Arts,Male,Tutorials,Struggling,9,At Risk
35,59,9,27,Arts,Female,Mixed,Struggling,10,At Risk
26,83,97,16,Science,Male,YouTube,Stressed,5,Excellent
37,69,88,2,Arts,Female,Textbooks,Motivated,9,Excellent
6,11,34,15,Commercial,Male,Tutorials,Stressed,9,At Risk
4,1,79,29,Science,Male,YouTube,Struggling,1,Average
30,6,1,28,Commercial,Female,Textbooks,Struggling,5,Average
22,79,23,14,Science,Female,YouTube,Stressed,9,At Risk
9,2,73,24,Commercial,Female,Textbooks,Motivated,7,Average
31,2,37,37,Commercial,Male,YouTube,Stressed,6,Good
29,26,21,37,Arts,Female,YouTube,Motivated,6,At Risk
38,39,25,22,Commercial,Female,Mixed,Motivated,7,Average
30,32,42,24,Arts,Female,Mixed,Stressed,1,Good
17,91,54,6,Science,Female,Textbooks,Stressed,4,Average
35,0,38,21,Commercial,Female,Tutorials,Motivated,1,Excellent
1,7,90,16,Commercial,Female,Mixed,Motivated,6,Average
13,100,28,17,Science,Female,YouTube,Motivated,4,At Risk
12,31,19,40,Science,Female,Mixed,Motivated,1,At Risk
28,47,90,9,Commercial,Female,Mixed,Struggling,9,Good
11,100,40,9,Science,Male,Textbooks,Stressed,4,At Risk
38,3,53,6,Arts,Male,Mixed,Motivated,6,Good
1,93,19,37,Science,Female,Mixed,Stressed,7,At Risk
31,69,18,26,Science,Male,YouTube,Motivated,8,Average
12,18,83,32,Commercial,Male,Mixed,Stressed,9,Average
26,31,98,0,Arts,Female,YouTube,Stressed,9,Good
40,8,65,33,Science,Female,Mixed,Motivated,8,Good
16,11,29,3,Arts,Female,Mixed,Motivated,10,At Risk
39,10,52,16,Arts,Female,Tutorials,Stressed,3,Average
30,45,33,3,Arts,Female,Mixed,Stressed,2,Average
33,15,21,25,Commercial,Female,YouTube,Stressed,5,Average
23,0,66,3,Science,Male,YouTube,Struggling,1,Average
34,62,5,0,Commercial,Female,Textbooks,Motivated,3,At Risk
5,20,78,6,Science,Male,Textbooks,Struggling,1,Average
18,29,26,29,Science,Female,Tutorials,Struggling,3,Average
29,12,9,8,Commercial,Female,YouTube,Motivated,4,At Risk
6,33,72,34,Arts,Male,YouTube,Motivated,7,At Risk
9,3,96,7,Arts,Female,YouTube,Struggling,5,At Risk
40,27,95,23,Science,Female,Tutorials,Motivated,5,Excellent
31,94,47,18,Commercial,Male,YouTube,Stressed,1,Excellent
33,58,69,35,Arts,Female,Textbooks,Stressed,8,Average
27,26,58,26,Arts,Male,Tutorials,Struggling,4,Good
14,68,99,31,Science,Female,Textbooks,Struggling,10,Excellent
29,24,58,13,Science,Female,Textbooks,Motivated,5,Good
36,2,1,17,Commercial,Male,Tutorials,Motivated,2,At Risk
28,96,28,27,Science,Female,Mixed,Struggling,1,Good
21,67,67,28,Arts,Male,Mixed,Struggling,9,Average
